Uniprot Accession,Description,Gene,proteinMW,Peptides.used.for.quantitation,Confidence.score,medianRatio_MG1655.LB_vs_BW25113.Glucose,medianRatio_NCM3722.LB_vs_BW25113.Glucose,medianRatio_MG1655.Glucose_vs_BW25113.Glucose,medianRatio_NCM3722.Glucose_vs_BW25113.Glucose,medianRatio_BW25113.LB_vs_BW25113.Glucose,qvalue_MG1655.LB_vs_BW25113.Glucose,qvalue_NCM3722.LB_vs_BW25113.Glucose,qvalue_MG1655.Glucose_vs_BW25113.Glucose,qvalue_NCM3722.Glucose_vs_BW25113.Glucose,qvalue_BW25113.LB_vs_BW25113.Glucose,Copies/Cell_MG1655.LB,Copies/Cell_MG1655.Glucose,Copies/Cell_NCM3722.LB,Copies/Cell_NCM3722.Glucose,Copies/Cell_BW25113.LB,Copies/Cell_BW25113.Glucose,cv_MG1655.LB,cv_NCM3722.LB,cv_MG1655.Glucose,cv_NCM3722.Glucose,cv_BW25113.LB,cv_BW25113.Glucose,rawInt_A14.07016.1,rawInt_A14.07017.1,rawInt_A14.07018.1,rawInt_A14.07020.1,rawInt_A14.07021.1,rawInt_A14.07022.1,rawInt_A14.07024.1,rawInt_A14.07025.1,rawInt_A14.07026.1,rawInt_A14.07028.1,rawInt_A14.07029.1,rawInt_A14.07030.1,rawInt_A14.07032.1,rawInt_A14.07033.1,rawInt_A14.07034.1,rawInt_A14.07036.1,rawInt_A14.07037.1,rawInt_A14.07038.1,normInt_A14.07016.1,normInt_A14.07017.1,normInt_A14.07018.1,normInt_A14.07020.1,normInt_A14.07021.1,normInt_A14.07022.1,normInt_A14.07024.1,normInt_A14.07025.1,normInt_A14.07026.1,normInt_A14.07028.1,normInt_A14.07029.1,normInt_A14.07030.1,normInt_A14.07032.1,normInt_A14.07033.1,normInt_A14.07034.1,normInt_A14.07036.1,normInt_A14.07037.1,normInt_A14.07038.1,medianNormInt_MG1655.LB,medianNormInt_NCM3722.LB,medianNormInt_MG1655.Glu,medianNormInt_NCM3722.Glu,medianNormInt_BW25113.LB,medianNormInt_BW25113.Glu
P0A9F3,HTH-type transcriptional regulator CysB OS=Escherichia coli (strain K12) GN=cysB PE=3 SV=1,cysB,36109.85116,13,771.68,0.63,0.74,0.99,1.02,0.73,0.01,0.00,0.54,0.77,0.02,433,482,524,588,519,459,16.21,4.24,12.09,18.02,10.02,3.59,1222656.16,1035355.63,1162393.36,1224480.36,1805882.00,1555723.00,1828303.99,1002720.92,1646486.61,1900733.61,1775085.90,2107510.06,1112093.51,1256150.27,1142895.91,1264120.11,1778134.58,1676236.02,1222656.16,1040071.37,1439583.48,1333645.06,1444180.06,1426449.70,1908844.82,1547375.68,1937049.44,1970632.84,1525533.14,2197874.82,1294959.60,1409609.45,1579396.28,1898321.59,1926279.19,2031142.31,1222656.16,1426449.70,1908844.82,1970632.84,1409609.45,1926279.19
P0AEI4,Ribosomal protein S12 methylthiotransferase RimO OS=Escherichia coli (strain K12) GN=rimO PE=1 SV=1,rimO,49532.38803,13,734.99,1.07,1.57,0.97,1.15,1.48,0.24,0.00,0.86,0.08,0.05,595,383,904,539,856,374,18.85,3.34,14.37,3.14,23.72,8.90,3114550.42,2326551.15,1800770.30,3094010.44,4492549.54,3737321.20,2241408.73,1134527.18,1793349.24,2426295.16,2794149.54,2446082.66,2162698.71,3626670.68,2340514.62,1274734.34,2103659.09,1802810.39,3114550.42,2337147.90,2230190.97,3369847.21,3592732.24,3426767.31,2340147.74,1750776.04,2109829.57,2515521.85,2401330.40,2550964.57,2518320.13,4069727.47,3234415.36,1914260.91,2278924.65,2184516.04,2337147.90,3426767.31,2109829.57,2515521.85,3234415.36,2184516.04
P0A6J8,D-alanine--D-alanine ligase A OS=Escherichia coli (strain K12) GN=ddlA PE=3 SV=1,ddlA,39273.26165,13,733.98,2.73,2.85,0.72,0.69,2.80,0.00,0.00,0.02,0.02,0.00,995,188,1075,211,1059,245,7.00,5.52,4.69,13.67,11.57,1.17,3177990.57,3123630.77,2253892.07,3231288.43,3954961.04,3566045.33,794959.93,530560.69,758638.34,762761.66,889603.78,936066.83,2363026.55,3092470.34,2323520.71,778617.99,1059109.53,944593.67,3177990.57,3137857.98,2791366.42,3519363.79,3162817.88,3269723.66,829979.67,818748.96,892518.62,790812.12,764537.68,976203.03,2751588.70,3470265.88,3210931.05,1169245.97,1147348.84,1144590.71,3137857.98,3269723.66,829979.67,790812.12,3210931.05,1147348.84
P0ADR8,LOG family protein ygdH OS=Escherichia coli (strain K12) GN=ygdH PE=1 SV=1,ygdH,50921.20064,13,723.25,1.27,1.33,1.02,1.36,1.75,0.14,0.00,0.95,0.02,0.01,350,201,380,317,503,186,21.34,5.36,11.98,9.55,19.59,5.00,1172520.60,1431143.15,1451017.35,1381093.38,1740832.57,1685768.34,1220340.86,648545.85,982718.04,1490148.84,1869755.82,1279617.61,2014165.93,1403413.13,1436083.53,709381.20,1046773.91,971283.23,1172520.60,1437661.58,1797034.19,1504220.41,1392159.45,1545688.89,1274099.58,1000820.92,1156142.67,1544948.87,1606893.76,1334484.41,2345363.49,1574862.86,1984559.55,1065273.49,1133985.48,1176931.21,1437661.58,1504220.41,1156142.67,1544948.87,1984559.55,1133985.48
P33940,Malate:quinone oxidoreductase OS=Escherichia coli (strain K12) GN=mqo PE=1 SV=2,mqo,60173.82383,13,608.36,0.99,1.74,0.86,1.44,1.33,0.96,0.00,0.53,0.03,0.15,265,164,483,326,371,181,17.07,6.45,17.70,22.74,12.38,8.65,1126635.73,1248583.45,1262117.61,1937330.86,2993712.28,2407072.35,982616.21,917052.29,927845.19,1770295.50,2040049.66,2497269.48,1165605.47,1517344.26,1223515.90,845876.18,1333506.37,1015828.25,1126635.73,1254270.38,1563088.48,2110047.50,2394098.61,2207055.91,1025902.63,1415173.84,1091586.16,1835397.89,1753246.63,2604346.14,1357270.76,1702712.53,1690807.04,1270247.19,1444606.95,1230907.66,1254270.38,2207055.91,1091586.16,1835397.89,1690807.04,1270247.19
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase OS=Escherichia coli (strain K12) GN=pssA PE=1 SV=2,pssA,52750.76196,13,875.79,1.58,1.31,0.97,1.30,1.59,0.01,0.04,0.65,0.06,0.04,385,169,331,267,400,164,12.93,17.13,17.37,11.94,20.50,5.28,2006233.59,1756000.13,1249924.14,1563770.73,1828340.37,1313524.40,1367569.00,702565.12,898497.13,1400014.67,1694992.84,1124663.88,1612955.28,1114637.51,1277308.52,751162.66,1027380.06,843381.72,2006233.59,1763998.19,1547987.29,1703183.79,1462140.23,1204376.68,1427813.44,1084182.20,1057058.92,1451500.03,1456700.07,1172886.65,1878180.14,1250808.60,1765144.40,1128016.47,1112975.83,1021949.34,1763998.19,1462140.23,1084182.20,1451500.03,1765144.40,1112975.83
P0AE78,Magnesium and cobalt efflux protein CorC OS=Escherichia coli (strain K12) GN=corC PE=3 SV=1,corC,33259.53085,13,602.42,1.48,0.74,1.57,0.81,1.16,0.18,0.05,0.21,0.28,0.58,327,248,170,150,267,149,13.58,11.19,11.19,25.56,12.45,23.35,805516.26,1051000.35,794295.29,531743.88,587632.16,537916.88,838777.28,705724.58,885982.75,516914.46,531339.34,712438.53,784546.75,687496.05,521719.42,408566.30,862236.90,548644.69,805516.26,1055787.34,983706.91,579149.84,469934.72,493218.50,875727.27,1089057.82,1042336.07,535923.93,456640.31,742986.11,913552.99,771484.87,720977.03,613541.57,934073.84,664808.19,983706.91,493218.50,1042336.07,535923.93,771484.87,664808.19
P09323,PTS system N-acetylglucosamine-specific EIICBA component OS=Escherichia coli (strain K12) GN=nagE PE=4 SV=1,nagE,68284.89815,13,787.93,3.57,4.34,0.61,1.69,6.29,0.00,0.00,0.35,0.02,0.00,775,95,975,309,1417,146,13.16,7.90,38.74,22.87,31.42,2.04,2395536.98,2683007.76,2512870.78,3003890.27,4615726.02,3483988.57,784965.65,299599.26,356448.31,1493646.24,1486109.93,930238.44,4071348.81,2420109.20,3773505.49,502042.01,696528.58,600671.03,2395536.98,2695228.06,3112102.49,3271692.66,3691237.57,3194485.44,819545.13,462334.64,419352.33,1548574.88,1277183.24,970124.73,4740817.39,2715764.89,5214701.07,753913.47,754559.60,727849.98,2695228.06,3271692.66,462334.64,1277183.24,4740817.39,753913.47
P04335,Esterase frsA OS=Escherichia coli (strain K12) GN=frsA PE=3 SV=2,frsA,46960.55542,13,559.47,0.66,0.90,0.79,0.71,0.83,0.01,0.33,0.06,0.00,0.04,122,104,171,110,159,124,10.29,9.85,9.08,6.09,10.13,5.90,579693.36,652323.16,432185.86,720988.21,1139983.60,830547.81,568438.70,450098.88,595495.31,630763.27,673565.29,593372.51,622061.79,538562.10,524268.22,627319.69,807876.57,692387.65,579693.36,655294.29,535247.06,785265.65,911655.13,761533.18,593479.69,694582.15,700585.02,653959.51,578871.24,618814.84,724349.96,604356.21,724499.29,942042.22,875184.50,838985.59,579693.36,785265.65,694582.15,618814.84,724349.96,875184.50
P33232,L-lactate dehydrogenase [cytochrome] OS=Escherichia coli (strain K12) GN=lldD PE=1 SV=1,lldD,42682.9454,13,802.63,6.61,8.91,0.97,0.81,4.48,0.00,0.00,0.62,0.05,0.00,1149,121,1606,119,811,117,7.19,10.13,67.62,6.66,11.65,6.67,4187794.09,3764220.15,3516999.59,6058932.41,6871297.02,6156107.12,591381.08,1096782.74,461882.39,530027.46,599746.09,461118.40,2150019.26,2532172.55,2289713.73,439167.40,533664.64,523063.80,4187794.09,3781365.06,4355680.86,6599097.47,5495037.97,5644563.44,617432.73,1692529.70,543392.83,549519.15,515430.01,480890.00,2503555.75,2841518.60,3164212.34,659495.06,578126.70,633811.11,4187794.09,5644563.44,617432.73,515430.01,2841518.60,633811.11
P21420,Putative outer membrane porin protein nmpC OS=Escherichia coli (strain K12) GN=nmpC PE=5 SV=2,nmpC,40259.36801,13,1127.26,1.25,156.09,0.94,145.24,0.98,0.15,0.00,0.85,0.00,0.56,199,107,25756,19472,162,107,18.41,29.79,5.69,8.03,13.54,11.70,518337.96,659864.23,608599.06,76622206.61,58149277.22,90186069.05,476976.64,292098.99,423820.87,84432670.37,89532347.43,72791822.21,532784.72,426505.83,375624.25,352792.73,398117.96,441287.99,518337.96,662869.72,753728.63,83453218.44,46502499.52,82692029.01,497988.52,450760.39,498614.43,87537670.89,76945326.01,75912953.30,620392.70,478610.45,519084.50,529786.73,431287.01,534721.07,662869.72,82692029.01,497988.52,76945326.01,519084.50,529786.73
P0A698,UvrABC system protein A OS=Escherichia coli (strain K12) GN=uvrA PE=1 SV=1,uvrA,103784.5415,13,764.19,1.24,2.54,0.95,1.29,1.58,0.39,0.00,0.59,0.09,0.01,81,44,172,71,107,44,15.28,13.95,26.91,14.96,14.56,5.16,668239.17,505609.03,544157.53,1071723.89,1718833.14,1687293.67,491303.07,387657.37,290857.32,763140.67,814811.86,560545.90,734606.16,638784.01,696253.52,349320.37,499184.12,478327.95,668239.17,507911.93,673920.05,1167270.06,1374566.30,1547087.47,512946.06,598223.86,342186.21,791205.07,700260.47,584580.71,855400.47,716821.86,962170.05,524572.30,540773.45,579603.43,668239.17,1374566.30,512946.06,700260.47,855400.47,540773.45
P23909,DNA mismatch repair protein mutS OS=Escherichia coli (strain K12) GN=mutS PE=1 SV=1,mutS,95169.13824,13,762.41,2.15,3.95,1.11,2.80,2.29,0.00,0.00,0.85,0.00,0.00,112,41,213,123,124,35,19.76,7.00,27.62,12.37,25.58,6.77,822193.07,623713.41,756971.27,1533644.75,1831530.43,1645102.84,482734.26,275554.64,241070.90,1256577.14,1219594.25,1026285.01,751666.37,613102.07,830562.48,254403.75,359697.05,282888.87,822193.07,626554.24,937482.42,1670372.03,1464691.34,1508402.50,503999.78,425229.53,283613.76,1302787.60,1048136.01,1070289.54,875265.96,688002.46,1147774.95,382036.59,389665.07,342784.40,822193.07,1508402.50,425229.53,1070289.54,875265.96,382036.59
P50466,Aerotaxis receptor OS=Escherichia coli (strain K12) GN=aer PE=1 SV=1,aer,55013.31187,13,846.2,9.22,11.23,1.39,2.07,0.85,0.00,0.00,0.16,0.00,0.24,432,46,545,82,42,32,26.08,28.41,29.09,15.12,11.57,7.77,1508851.86,1855853.89,2033668.79,1816630.97,4181716.52,2476089.41,391457.41,152939.66,238284.22,466146.82,487220.07,341820.04,147928.56,133323.25,136658.67,135989.90,163458.60,166834.88,1508851.86,1864306.75,2518627.60,1978586.99,3344156.28,2270337.97,408701.97,236012.94,280335.29,483289.31,418723.60,356476.43,172253.06,149610.85,188852.01,204215.21,177077.09,202158.51,1864306.75,2270337.97,280335.29,418723.60,172253.06,202158.51
P05704,Methyl-accepting chemotaxis protein III OS=Escherichia coli (strain K12) GN=trg PE=1 SV=3,trg,58844.23824,13,693.66,5.56,3.54,1.87,2.49,1.30,0.00,0.00,0.00,0.00,0.08,219,52,145,83,53,27,21.53,2.28,11.28,4.89,23.94,5.27,984840.49,1220543.49,1226794.84,739918.69,977244.82,840742.21,476220.00,266672.74,349326.23,521518.87,638664.12,567373.99,246077.98,220619.28,282406.10,137296.29,203558.80,188942.76,984840.49,1226102.70,1519342.46,805883.82,781511.47,770880.47,497198.54,411523.19,410973.38,540697.66,548876.70,591701.57,286541.59,247571.51,390264.01,206177.01,220518.23,228947.26,1226102.70,781511.47,411523.19,548876.70,286541.59,220518.23
P0A7K2,50S ribosomal protein L7/L12 OS=Escherichia coli (strain K12) GN=rplL PE=1 SV=2,rplL,12269.50186,12,702.34,1.49,1.78,0.98,1.05,1.52,0.01,0.00,0.97,0.52,0.02,111012,52211,137269,65852,117920,50178,12.38,2.52,4.02,6.67,13.93,4.92,139438144.50,117527157.90,88913831.18,132372045.10,171402245.00,153563202.20,74514247.46,53966344.58,66027341.44,80190181.99,90074629.88,84847360.92,82013178.30,107462553.30,90284854.40,55233783.66,69382567.67,65390331.13,139438144.50,118062459.10,110116667.00,144173258.50,137071915.50,140802819.20,77796764.93,83279611.83,77679480.43,83139165.55,77411370.98,88485403.33,95498941.71,120590851.60,124766885.30,82944241.71,75163149.90,79235302.86,118062459.10,140802819.20,77796764.93,83139165.55,120590851.60,79235302.86
P0A7R1,50S ribosomal protein L9 OS=Escherichia coli (strain K12) GN=rplI PE=1 SV=1,rplI,15741.46941,12,916.52,1.49,1.76,0.99,1.09,1.57,0.01,0.00,0.55,0.08,0.02,79941,37717,97504,49370,87708,36084,10.62,3.61,19.40,3.12,16.25,4.67,157143939.90,128833822.50,108121711.00,149009943.80,188844228.20,171798039.70,84273824.81,78827006.98,75237658.48,99706100.12,114229098.70,93785214.76,94423855.25,125890385.80,109985315.90,60445402.81,76809830.57,74063178.19,157143939.90,129420622.30,133904953.60,162294456.60,151020426.20,157522427.00,87986273.25,121644009.70,88515183.14,103372779.00,98170052.44,97806489.97,109950357.20,141269943.60,151991442.90,90770498.95,83209212.38,89744435.52,133904953.60,157522427.00,88515183.14,98170052.44,141269943.60,89744435.52
P0A7S9,30S ribosomal protein S13 OS=Escherichia coli (strain K12) GN=rpsM PE=1 SV=2,rpsM,13073.26157,12,901.55,1.75,2.12,1.30,1.18,1.96,0.03,0.00,0.34,0.07,0.01,67852,35918,85312,38628,79069,26145,20.36,4.91,16.41,13.55,18.64,3.28,74780594.64,50241172.51,58529444.38,79190831.70,109918604.30,103120128.90,54074326.91,34837702.26,34828237.72,58660763.12,57001093.69,46038237.34,53189551.33,72381833.71,65385109.73,27330991.61,40264664.47,34224641.04,74780594.64,50470006.12,72486667.71,86250841.22,87902895.55,94551329.01,56456420.65,53760734.48,40974531.93,60818005.08,48987520.85,48012241.70,61935727.50,81224451.69,90357308.99,41042786.21,43619299.67,41470959.87,72486667.71,87902895.55,53760734.48,48987520.85,81224451.69,41470959.87
P00448,Superoxide dismutase [Mn] OS=Escherichia coli (strain K12) GN=sodA PE=1 SV=2,sodA,23064.63928,12,865.28,0.86,0.87,1.04,0.64,0.82,0.09,0.04,0.50,0.00,0.06,27084,23526,28665,17197,26966,21324,8.94,1.56,10.85,6.84,6.16,3.88,45531876.98,38801244.58,37037897.75,41564133.11,58213682.45,50690017.68,53074158.52,33840779.41,54584215.36,33102614.77,44395224.82,32297033.17,39830996.09,38845576.99,29668570.98,35444765.10,49661327.63,41288141.01,45531876.98,38977972.72,45870139.65,45269652.66,46554004.96,46477914.56,55412192.64,52222306.25,64216934.93,34319959.14,38153864.44,33681849.10,46380570.21,43591195.89,40999735.97,53227191.21,53798842.25,50030001.40,45531876.98,46477914.56,55412192.64,34319959.14,43591195.89,53227191.21
P0A8B5,UPF0133 protein ybaB OS=Escherichia coli (strain K12) GN=ybaB PE=1 SV=1,ybaB,11988.91312,12,973.44,0.98,1.19,0.94,1.12,1.12,0.71,0.02,0.51,0.07,0.36,10724,7313,13532,10298,12743,7362,12.28,8.07,11.89,4.57,7.62,0.37,16064963.37,13148726.13,10458291.28,14340928.04,22677993.07,17531193.43,12086440.14,7002099.16,11663499.54,14523106.08,18555604.90,13979545.71,11426589.87,13672411.04,10921053.20,8935714.25,12478699.35,11110541.47,16064963.37,13208614.67,12952227.60,15619448.38,18135794.84,16074433.35,12618874.57,10805477.10,13721809.24,15057191.43,15946941.07,14578953.64,13305510.93,15342718.37,15092074.98,13418708.51,13518357.44,13462955.51,13208614.67,16074433.35,12618874.57,15057191.43,15092074.98,13462955.51
P45578,S-ribosylhomocysteine lyase OS=Escherichia coli (strain K12) GN=luxS PE=1 SV=3,luxS,19385.61224,12,868.2,0.40,0.50,0.73,0.72,0.43,0.00,0.00,0.11,0.00,0.00,3338,4374,4329,5059,3727,5618,4.13,12.37,11.39,5.59,1.40,2.32,5894563.45,6150463.88,5169667.91,6249606.51,10910215.63,8427943.97,10865193.56,8841817.36,9514842.01,10722537.92,12261344.55,11298420.20,5760117.43,5910491.17,4720656.76,9927450.50,14251329.16,12859033.02,5894563.45,6178477.41,6402452.72,6806770.52,8724997.48,7727621.29,11343829.38,13644487.57,11193968.55,11116857.87,10537567.49,11782868.17,6707277.17,6632553.77,6523592.96,14907992.89,15438673.23,15581651.87,6178477.41,7727621.29,11343829.38,11116857.87,6632553.77,15438673.23
P0A7X3,30S ribosomal protein S9 OS=Escherichia coli (strain K12) GN=rpsI PE=1 SV=2,rpsI,14829.0118,12,544.81,1.58,1.86,1.05,1.10,1.50,0.06,0.00,0.79,0.42,0.02,12695,6033,15520,7456,12578,5420,18.43,3.82,9.86,11.54,21.39,10.58,19287918.51,13250124.78,14233417.79,19650615.03,25989964.46,21632737.14,11241166.54,8829474.23,9671790.81,14016449.78,14299910.41,11248077.33,14422858.06,14851667.13,17223452.33,8770551.33,10315283.54,8987299.47,19287918.51,13310475.16,17627589.61,21402503.80,20784408.12,19835157.97,11736364.80,13625439.93,11378614.81,14531902.91,12289538.92,11730366.72,16794467.79,16666039.77,23801517.05,13170684.34,11174697.47,10890163.47,17627589.61,20784408.12,11736364.80,12289538.92,16794467.79,11174697.47
P0AEK2,3-oxoacyl-[acyl-carrier-protein] reductase OS=Escherichia coli (strain K12) GN=fabG PE=1 SV=1,fabG,25526.19579,12,920.49,1.44,1.41,0.90,1.01,1.24,0.02,0.00,0.99,0.89,0.02,9220,4103,9318,5462,8249,4306,19.51,8.13,18.47,8.92,7.46,3.66,26015848.67,19855504.62,14573353.22,19537155.12,24312041.81,19745661.34,11912919.68,7774035.01,14086771.47,11648433.13,16321620.98,13676150.60,14735946.34,16947825.08,11933610.73,8663184.61,12835263.40,11413465.48,26015848.67,19945940.54,18048587.74,21278928.74,19442558.30,18104889.35,12437710.15,11996710.59,16572726.76,12076802.75,14027024.69,14262549.69,17159038.46,19018277.50,16491353.40,13009452.38,13904628.49,13830017.04,19945940.54,19442558.30,12437710.15,14027024.69,17159038.46,13830017.04
P0AAB6,UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galF PE=1 SV=1,galF,32790.12707,12,1124.27,0.65,0.07,0.87,0.07,0.66,0.00,0.00,0.13,0.00,0.01,3919,3735,453,352,4139,4065,9.39,8.35,6.00,3.15,14.65,7.15,7801014.50,9047162.97,7531249.46,929523.30,1375580.09,1015007.18,10530834.11,7862543.98,10449798.14,934131.80,1112124.63,972671.77,8179113.63,8224391.33,5207197.91,9179567.28,12919183.93,12935914.00,7801014.50,9088370.11,9327188.79,1012392.03,1100063.76,930664.84,10994740.66,12133295.59,12293920.55,968484.38,955775.14,1014377.50,9524038.84,9229134.47,7195956.27,13784901.14,13995540.83,15674810.73,9088370.11,1012392.03,12133295.59,968484.38,9229134.47,13995540.83
P30125,3-isopropylmalate dehydrogenase OS=Escherichia coli (strain K12) GN=leuB PE=1 SV=3,leuB,39474.00703,12,925.72,0.05,0.05,1.02,1.14,0.04,0.00,0.00,0.50,0.13,0.00,229,3581,231,4732,204,3318,23.60,7.33,11.17,4.80,18.36,5.82,417813.84,598686.48,546978.36,537215.05,778187.14,585984.05,12596104.11,10304320.22,11222322.97,13114246.07,17202688.40,14191857.34,538199.93,459728.83,314337.13,8002274.74,11967370.27,11133245.24,417813.84,601413.32,677413.55,585108.76,622323.25,537291.52,13150990.37,15901388.08,13202776.28,13596520.77,14784226.09,14800368.65,626698.35,515892.19,434390.30,12016967.99,12964427.17,13490466.30,601413.32,585108.76,13202776.28,14784226.09,515892.19,12964427.17
P0ABD3,Bacterioferritin OS=Escherichia coli (strain K12) GN=bfr PE=1 SV=1,bfr,18465.32013,12,640.24,0.18,0.06,0.21,0.11,0.56,0.01,0.00,0.00,0.00,0.67,660,558,228,340,2162,2513,61.82,3.65,30.32,5.90,84.44,12.01,386933.14,1639462.53,826325.76,316328.88,425782.81,350758.45,1161428.17,523937.23,1294357.07,583530.22,788859.14,600291.26,9316054.56,2169085.18,2333490.13,3853407.31,5512827.78,3916937.22,386933.14,1646929.79,1023375.53,344530.19,340502.34,321612.06,1212591.65,808527.78,1522778.02,604989.47,677956.35,626030.24,10847931.64,2434074.21,3224708.03,5786638.65,5972126.93,4746262.97,1023375.53,340502.34,1212591.65,626030.24,3224708.03,5786638.65
P0AEP3,UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galU PE=1 SV=2,galU,32902.99162,12,560.24,0.97,0.92,0.93,0.88,1.00,0.65,0.33,0.47,0.27,0.97,3262,2233,3215,2495,3515,2275,14.52,3.21,28.79,7.13,5.65,7.90,8289431.38,7559107.06,4999452.47,6464110.20,9026107.87,8181632.51,6976419.43,2768739.69,6466119.24,6393957.83,8844099.09,6612934.90,7019602.36,7012650.73,5288001.09,4731846.53,7259202.00,6866732.72,8289431.38,7593536.54,6191646.85,7040397.61,7218259.57,7501777.16,7283746.14,4272654.90,7607224.10,6629094.80,7600739.93,6896480.99,8173864.38,7869360.05,7307620.20,7105785.55,7863999.66,8320613.11,7593536.54,7218259.57,7283746.14,6896480.99,7869360.05,7863999.66
P31057,3-methyl-2-oxobutanoate hydroxymethyltransferase OS=Escherichia coli (strain K12) GN=panB PE=1 SV=1,panB,28201.38237,12,700.34,0.47,0.40,1.05,0.86,0.46,0.00,0.00,0.61,0.15,0.00,1414,2237,1227,2175,1416,2012,17.46,12.14,16.08,10.85,9.01,15.47,2539439.48,1773878.54,1773923.65,1466836.82,2551336.96,2005453.00,6064031.66,3124004.54,4138215.79,4091566.74,4667337.11,3282153.96,2051213.37,1790686.18,1530685.84,3090721.64,3824746.21,4623963.81,2539439.48,1781958.03,2196942.34,1597608.04,2040327.09,1838809.25,6331165.67,4820891.37,4868505.16,4242033.57,4011173.46,3422884.50,2388502.80,2009447.61,2115292.82,4641318.16,4143403.48,5602986.96,2196942.34,1838809.25,4868505.16,4011173.46,2115292.82,4641318.16
P00888,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive OS=Escherichia coli (strain K12) GN=aroF PE=1 SV=1",aroF,38761.41858,12,1095.52,0.10,0.11,0.58,1.84,0.12,0.00,0.00,0.04,0.00,0.00,285,1153,307,4336,352,1880,2.86,14.78,23.12,3.39,5.30,8.39,829081.23,837145.56,707125.56,735290.75,1092379.71,1158351.96,4567674.74,2210405.98,4661844.47,14336040.90,17686247.65,15228484.64,858887.52,945226.97,690648.54,5288190.31,8582747.86,6801829.66,829081.23,840958.51,875750.25,800843.28,873585.87,1062098.33,4768890.92,3411047.26,5484540.93,14863246.94,15199803.54,15881443.94,1000117.91,1060701.81,954424.39,7941243.68,9297816.23,8241968.25,840958.51,873585.87,4768890.92,15199803.54,1000117.91,8241968.25
P45577,ProP effector OS=Escherichia coli (strain K12) GN=proQ PE=1 SV=2,proQ,25858.62351,12,969.08,1.33,1.59,1.15,1.18,1.27,0.03,0.00,0.32,0.05,0.03,3718,2290,4602,2784,3694,1879,12.77,8.11,8.88,5.31,11.19,8.84,10634219.77,8213140.74,7465965.55,10762985.60,12463331.36,12037973.31,6599019.26,5277248.12,6781768.25,7390509.14,9904624.23,7879286.79,7585027.21,9061820.97,5918818.26,3979988.35,6403600.49,5814153.72,10634219.77,8250549.16,9246336.94,11722525.73,9967038.08,11037674.10,6889720.66,8143726.96,7978577.09,7662294.16,8512169.76,8217130.88,8832264.35,10168869.75,8179362.12,5976724.64,6937114.03,7045173.55,9246336.94,11037674.10,7978577.09,8217130.88,8832264.35,6937114.03
P0A6R0,3-oxoacyl-[acyl-carrier-protein] synthase 3 OS=Escherichia coli (strain K12) GN=fabH PE=1 SV=1,fabH,33475.97062,12,906.35,1.22,1.23,0.88,0.80,1.08,0.17,0.04,0.31,0.01,0.73,3150,1621,3291,1741,2889,1739,15.34,7.94,7.10,4.92,5.53,3.49,8326318.53,7115845.94,7849593.83,7704526.55,11110338.90,8269387.76,6449024.51,3890787.59,5045223.02,5268296.46,6167635.83,5591281.55,5753692.84,6544720.64,5368900.13,4819762.32,6302111.00,5617575.79,8326318.53,7148256.50,9721447.14,8391399.38,8885037.86,7582240.35,6733118.31,6004173.21,5935575.99,5462037.38,5300550.73,5831021.70,6699796.16,7344264.69,7419416.60,7237808.18,6827168.98,6806974.53,8326318.53,8391399.38,6004173.21,5462037.38,7344264.69,6827168.98
P04693,Aromatic-amino-acid aminotransferase OS=Escherichia coli (strain K12) GN=tyrB PE=1 SV=1,tyrB,43492.11181,12,691.07,0.30,0.26,1.12,0.93,0.28,0.00,0.00,0.41,0.13,0.00,747,1999,672,1960,716,1679,7.97,7.29,0.40,3.13,2.67,6.91,2029851.24,2370585.75,1782383.60,1965823.99,2342678.83,2088405.18,7978851.52,5364233.60,7028709.02,6328975.67,8000118.74,6681489.04,1746961.80,1881830.30,1451534.40,4849367.18,7601217.22,6079483.59,2029851.24,2381383.06,2207419.69,2141080.85,1873461.31,1914868.48,8330337.58,8277960.93,8269096.60,6561722.93,6875411.65,6967974.56,2034221.89,2111726.47,2005911.48,7282265.61,8234509.74,7366681.21,2207419.69,1914868.48,8277960.93,6875411.65,2034221.89,7366681.21
P0A6D3,3-phosphoshikimate 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) GN=aroA PE=1 SV=1,aroA,46048.45409,12,829.57,0.19,0.21,1.20,1.10,0.17,0.00,0.00,0.25,0.16,0.00,445,1967,503,2132,399,1551,8.10,6.12,5.78,9.89,7.16,8.11,1561553.50,1321240.71,1174439.67,1604267.85,1983240.70,1706163.53,7829223.73,5836088.62,7726777.41,7978050.14,9601351.75,9361321.28,966963.00,1152397.20,908295.78,4655622.30,7585222.08,6212347.16,1561553.50,1327258.56,1454502.42,1747291.30,1586015.41,1564389.33,8174118.35,9006116.66,9090356.23,8271441.90,8251533.24,9762711.30,1125964.69,1293181.25,1255196.52,6991320.09,8217181.97,7527675.73,1454502.42,1586015.41,9006116.66,8271441.90,1255196.52,7527675.73
