# Generated by Mia G and Nora V on Nov 8 2024 based on Gupta et al 2024 carbon limited growth conditions 
# Table S1 https://doi.org/10.1038/s41467-024-49920-8
# The following uniprot ids were manually identified as they resulted in no ecocyc monomer if found through API
# {'P06710':'EG10245-MONOMER', 'P32132':'EG11837-MONOMER', 'P75960':'G6577-MONOMER'}
monomer_id	uniprot_id	half_life (units.min)	notes	assignment
ERYTHRON4PDEHYDROG-MONOMER	P05459	754.0302078000001	> 6 hrs, inconsistent	> 6
EG10329-MONOMER	P05523	643.5941286	> 6 hrs, inconsistent	> 6
PD00200	P05827	682.12537968	> 6 hrs, inconsistent	> 6
PD00230	P06134	223.55868009	> 3 hrs, inconsistent	> 3
EG10342-MONOMER	P06136	140.27602068000002	< 3 hrs, inconsistent	< 3
BTUE-MONOMER	P06610	291.31416773999996	> 3 hrs, inconsistent	> 3
BTUD-MONOMER	P06611	226.96425888	> 3 hrs, 1 replicate	> 3
DUTP-PYROP-MONOMER	P06968	786.1144359000001	> 6 hrs, inconsistent	> 6
OHMETHYLBILANESYN-MONOMER	P06983	470.74261557	> 6 hrs, 1 replicate	> 6
HISTCYCLOPRATPPHOS	P06989	499.51787763000004	> 6 hrs, 1 replicate	> 6
PYRUVOXID-MONOMER	P07003	672.43181898	> 6 hrs, inconsistent	> 6
EG10764-MONOMER	P07013	178.00215348	< 3 hrs, 1 replicate	< 3
EG11152-MONOMER	P07021	58.03254906	< 3 hrs, 1 replicate	< 3
EG10825-MONOMER	P07648	780.1790129999999	> 6 hrs, inconsistent	> 6
EG10454-MONOMER	P07649	706.4171049000001	> 6 hrs, inconsistent	> 6
DEOA-MONOMER	P07650	591.5735553000001	> 6 hrs, 1 replicate	> 6
FHUC-MONOMER	P07821	543.2630924700001	> 3 hrs, inconsistent	> 3
FHUD-MONOMER	P07822	543.0657546299999	> 3 hrs, inconsistent	> 3
DALADALALIGB-MONOMER	P07862	474.25389042	> 6 hrs, 1 replicate	> 6
GART-MONOMER	P08179	481.9613112899999	> 6 hrs, 1 replicate	> 6
EG10313-MONOMER	P08189	636.77922879	> 3 hrs, inconsistent	> 3
RIBULPEPIM-MONOMER	P08203	362.56373421	inconsistent	> 0
CREB-MONOMER	P08368	687.9427416899999	> 6 hrs, inconsistent	> 6
EG10824-MONOMER	P08394	790.6792581000001	> 6 hrs, inconsistent	> 6
CREC-MONOMER	P08401	506.12026044	> 6 hrs, inconsistent	> 6
DSDX-MONOMER	P08555	531.18693921	> 3 hrs, inconsistent	> 3
ASPKINIII-MONOMER	P08660	506.44646634000003	> 6 hrs, inconsistent	> 6
UROGENIIISYN-MONOMER	P09126	566.86369038	> 6 hrs, inconsistent	> 6
GALACTURIDYLYLTRANS-MONOMER	P09148	751.6454373	> 6 hrs, inconsistent	> 6
NARG-MONOMER	P09152	599.98024782	> 3 hrs, inconsistent	> 3
EG11068-MONOMER	P09184	249.50501591999998	> 3 hrs, inconsistent	> 3
MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN	P09348	87.71900661	< 3 hrs, inconsistent	< 3
PD00222	P09378	97.9251717	< 3 hrs, 1 replicate	< 3
EG10397-MONOMER	P09391	408.21942714	> 3 hrs, inconsistent	> 3
UHPB-MONOMER	P09835	600.3092283599999	> 6 hrs, inconsistent	> 6
UHPC-MONOMER	P09836	493.24299428999996	> 3 hrs, inconsistent	> 3
ACETYLGLUTKIN-MONOMER	P0A6C8	620.30985441	> 6 hrs, inconsistent	> 6
PANTEPADENYLYLTRAN-MONOMER	P0A6I6	508.87831485	> 6 hrs, 1 replicate	> 6
ADENYLYLSULFKIN-MONOMER	P0A6J1	117.10526898	< 3 hrs, inconsistent	< 3
EG10003-MONOMER	P0A6J3	739.209552	> 6 hrs, 1 replicate	> 6
DEOXYRIBOSE-P-ALD-MONOMER	P0A6L0	375.95767416	> 6 hrs, 1 replicate	> 6
PD00196	P0A6R3	43.8422037	< 3 hrs, inconsistent	< 3
GLUCOKIN-MONOMER	P0A6V8	617.9192166600001	> 6 hrs, 1 replicate	> 6
PD00347	P0A6X7	303.98663616	> 3 hrs, inconsistent	> 3
G7717-MONOMER	P0A756	530.33721426	> 6 hrs, inconsistent	> 6
G7459-MONOMER	P0A776	540.7945289099999	> 6 hrs, inconsistent	> 6
ASPDECARBOX-MONOMER	P0A790	186.16208034	> 3 hrs, 1 replicate	> 3
PPK-MONOMER	P0A7B1	582.41562648	> 6 hrs, 1 replicate	> 6
MONOMER0-541	P0A7B3	725.1866514	> 6 hrs, 1 replicate	> 6
EG11920-MONOMER	P0A7C6	561.6542977199999	> 6 hrs, 1 replicate	> 6
OROPRIBTRANS-MONOMER	P0A7E3	558.23368587	> 6 hrs, inconsistent	> 6
EG10823-MONOMER	P0A7G6	701.2044471	> 6 hrs, inconsistent	> 6
EG12114-MONOMER	P0A7I4	577.87799874	> 6 hrs, inconsistent	> 6
EG10872-MONOMER	P0A7J7	564.90049914	> 6 hrs, inconsistent	> 6
EG10887-MONOMER	P0A7M6	375.70779600000003	> 3 hrs, inconsistent	> 3
G6167-MONOMER	P0A7N1	461.81278505999995	> 6 hrs, 1 replicate	> 6
EG10890-MONOMER	P0A7N4	802.6830852	> 6 hrs, 1 replicate	> 6
EG10892-MONOMER	P0A7P5	456.16431225	> 6 hrs, 1 replicate	> 6
EG11232-MONOMER	P0A7Q6	417.74506193999997	> 3 hrs, inconsistent	> 3
EG10915-MONOMER	P0A7T3	371.24198748	> 6 hrs, inconsistent	> 6
EG10860-MONOMER	P0A7Y4	555.37161174	> 6 hrs, 1 replicate	> 6
EG10862-MONOMER	P0A7Y8	483.32954699999993	> 6 hrs, 1 replicate	> 6
EG10923-MONOMER	P0A809	618.03681729	> 6 hrs, inconsistent	> 6
GLYOHMETRANS-MONOMER	P0A825	639.6658299000001	> 6 hrs, inconsistent	> 6
EG12216-MONOMER	P0A890	369.57771234	> 3 hrs, inconsistent	> 3
G6362-MONOMER	P0A898	286.43090340000003	> 3 hrs, inconsistent	> 3
G7202-MONOMER	P0A8B2	237.31336926	> 3 hrs, 1 replicate	> 3
G6451-MONOMER	P0A8C1	610.13546568	> 6 hrs, inconsistent	> 6
G6230-MONOMER	P0A8D3	483.90122448000005	> 6 hrs, inconsistent	> 6
EG11098-MONOMER	P0A8G9	624.05942175	> 6 hrs, 1 replicate	> 6
EG11592-MONOMER	P0A8J4	144.46210938000002	< 3 hrs, inconsistent	< 3
MONOMER0-741	P0A8K5	414.14202606000003	> 6 hrs, 1 replicate	> 6
EG11851-MONOMER	P0A8K8	255.50495171999998	> 3 hrs, inconsistent	> 3
G6633-MONOMER	P0A8L7	453.38865531	> 6 hrs, 1 replicate	> 6
EG12855-MONOMER	P0A8N0	651.2925598200001	> 6 hrs, inconsistent	> 6
EG11211-MONOMER	P0A8N7	481.88480565000003	> 3 hrs, inconsistent	> 3
EG11069-MONOMER	P0A8P6	110.24158428	< 3 hrs, 1 replicate	< 3
FUM-MEMB2	P0A8Q3	561.60674394	> 6 hrs, 1 replicate	> 6
G6463-MONOMER	P0A8Q6	31.318310099999998	< 3 hrs, inconsistent	< 3
EG12231-MONOMER	P0A8S5	47.80701144	< 3 hrs, 1 replicate	< 3
EG10320-MONOMER	P0A8S9	47.953166759999995	< 3 hrs, 1 replicate	< 3
G7451-MONOMER	P0A8U0	455.03602698	> 3 hrs, inconsistent	> 3
PD04032	P0A8U6	365.17916238000004	> 6 hrs, 1 replicate	> 6
EG11410-MONOMER	P0A8X0	471.33976250999996	> 6 hrs, inconsistent	> 6
EG11820-MONOMER	P0A8X2	638.90880768	> 6 hrs, inconsistent	> 6
EG12115-MONOMER	P0A8Y1	39.40301658	< 3 hrs, inconsistent	< 3
EG11110-MONOMER	P0A8Z3	575.3252007000001	> 6 hrs, inconsistent	> 6
G7837-MONOMER	P0A901	638.8568898	> 6 hrs, inconsistent	> 6
G6968-MONOMER	P0A908	719.8648422	> 6 hrs, inconsistent	> 6
EG11111-MONOMER	P0A968	19.95609105	< 3 hrs, 1 replicate	< 3
EG10921-MONOMER	P0A998	411.719229	> 6 hrs, 1 replicate	> 6
GST-MONOMER	P0A9D2	697.0127435100001	> 6 hrs, inconsistent	> 6
G6420-MONOMER	P0A9F1	719.54725131	> 6 hrs, inconsistent	> 6
PD00474	P0A9G2	444.54471963	> 3 hrs, inconsistent	> 3
G6263-MONOMER	P0A9G4	116.82168623999999	< 3 hrs, inconsistent	< 3
EG11149-MONOMER	P0A9I3	565.76153079	> 6 hrs, inconsistent	> 6
EG11734-MONOMER	P0A9K1	12.4106886	< 3 hrs, 1 replicate	< 3
PYRROLINECARBREDUCT-MONOMER	P0A9L8	532.16295018	> 6 hrs, inconsistent	> 6
EG12147-MONOMER	P0A9N0	204.3930177	> 3 hrs, 1 replicate	> 3
G6259-MONOMER	P0A9T6	57.23766534	< 3 hrs, 1 replicate	< 3
YBHF-MONOMER	P0A9U1	619.4748402	> 6 hrs, inconsistent	> 6
PTSH-MONOMER	P0AA04	742.0688087999999	> 6 hrs, inconsistent	> 6
EG11661-MONOMER	P0AA31	361.9435563	> 6 hrs, 1 replicate	> 6
EG12609-MONOMER	P0AA37	462.5384994	> 3 hrs, inconsistent	> 3
G6265-MONOMER	P0AA53	543.81976488	> 6 hrs, inconsistent	> 6
EG11824-MONOMER	P0AA60	434.98155066	> 6 hrs, 1 replicate	> 6
CODB-MONOMER	P0AA82	120.80067041999999	< 3 hrs, 1 replicate	< 3
G6990-MONOMER	P0AA91	542.58619476	> 6 hrs, inconsistent	> 6
EG11089-MONOMER	P0AA95	246.53602589999997	> 3 hrs, 1 replicate	> 3
G6108-MONOMER	P0AA99	54.37591914	< 3 hrs, inconsistent	< 3
G6403-MONOMER	P0AAC4	164.56379109	inconsistent	> 0
SDAC-MONOMER	P0AAD6	336.93283269	> 3 hrs, inconsistent	> 3
ARTP-MONOMER	P0AAF6	549.28476696	> 6 hrs, 1 replicate	> 6
MDLB-MONOMER	P0AAG5	527.9462655	> 6 hrs, inconsistent	> 6
SAPF-MONOMER	P0AAH8	691.86588276	> 6 hrs, inconsistent	> 6
FDOH-MONOMER	P0AAJ5	420.82454199000006	> 3 hrs, inconsistent	> 3
EG11093-MONOMER	P0AAN5	221.4569991	> 3 hrs, inconsistent	> 3
EG11097-MONOMER	P0AAQ2	87.0497397	< 3 hrs, inconsistent	< 3
EG12454-MONOMER	P0AAR3	618.8179506000001	> 6 hrs, inconsistent	> 6
G6253-MONOMER	P0AAS0	31.454053679999998	< 3 hrs, 1 replicate	< 3
EG11255-MONOMER	P0AAT6	197.58994695	> 3 hrs, 1 replicate	> 3
G6394-MONOMER	P0AAV6	303.21905343000003	> 3 hrs, inconsistent	> 3
G6407-MONOMER	P0AAW1	651.32865501	> 6 hrs, inconsistent	> 6
EG12166-MONOMER	P0AB01	629.98224672	> 6 hrs, inconsistent	> 6
EG12876-MONOMER	P0AB18	768.542889	> 6 hrs, inconsistent	> 6
EG12444-MONOMER	P0AB35	50.03911152	< 3 hrs, 1 replicate	< 3
EG11607-MONOMER	P0AB55	562.2373843800001	> 6 hrs, 1 replicate	> 6
EG12868-MONOMER	P0AB61	577.36582182	> 6 hrs, inconsistent	> 6
G6502-MONOMER	P0AB65	440.37590916	> 6 hrs, 1 replicate	> 6
TAGAALDOL1-MONOMER	P0AB74	191.98006752	> 3 hrs, inconsistent	> 3
AKBLIG-MONOMER	P0AB77	624.117198	> 6 hrs, 1 replicate	> 6
BCCP-MONOMER	P0ABD8	342.78120984	> 3 hrs, inconsistent	> 3
EG10125-MONOMER	P0ABE2	120.20879499	< 3 hrs, 1 replicate	< 3
CYTOCHROME-B561-MONOMER	P0ABE5	604.62745314	> 3 hrs, inconsistent	> 3
PHOSPHAGLYPSYN-MONOMER	P0ABF8	642.53714844	> 6 hrs, 1 replicate	> 6
EG10607-MONOMER	P0ABG7	582.06357804	> 6 hrs, 1 replicate	> 6
CYOA-MONOMER	P0ABJ1	454.8070821	> 6 hrs, 1 replicate	> 6
CYDB-MONOMER	P0ABK2	378.35033766	> 3 hrs, inconsistent	> 3
ACSERLYA-MONOMER	P0ABK5	617.1835176	> 6 hrs, inconsistent	> 6
NAPC-MONOMER	P0ABL5	237.90506399999998	> 3 hrs, inconsistent	> 3
DIACYLGLYKIN-MONOMER	P0ABN1	532.27550976	> 6 hrs, inconsistent	> 6
DCUA-MONOMER	P0ABN5	505.56814662000005	> 3 hrs, inconsistent	> 3
EG10216-MONOMER	P0ABP6	552.54436752	> 6 hrs, inconsistent	> 6
EG10004-MONOMER	P0ABQ0	750.8519013000001	> 6 hrs, inconsistent	> 6
PHENYLPRODIOXY-MONOMER	P0ABR5	119.94971292	< 3 hrs, inconsistent	< 3
G6988-MONOMER	P0ABR7	10.90660716	< 3 hrs, 1 replicate	< 3
EG10271-MONOMER	P0ABU7	107.92575954	< 3 hrs, inconsistent	< 3
FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN	P0ABW9	79.22237249999999	< 3 hrs, 1 replicate	< 3
EG11389-MONOMER	P0ABY2	11.4694386	< 3 hrs, 1 replicate	< 3
G7723-MONOMER	P0AC00	159.7557453	< 3 hrs, 1 replicate	< 3
EG11975-MONOMER	P0AC05	464.16912965999995	> 3 hrs, inconsistent	> 3
H2PTEROATESYNTH-MONOMER	P0AC13	587.2619318999999	> 6 hrs, 1 replicate	> 6
H2NTPEPIM-MONOMER	P0AC19	601.31353296	> 6 hrs, inconsistent	> 6
FOCA-MONOMER	P0AC23	395.5205331	> 3 hrs, inconsistent	> 3
FTSX-MONOMER	P0AC30	645.2098278	> 6 hrs, inconsistent	> 6
SDH-MEMB2	P0AC44	527.03488464	> 6 hrs, inconsistent	> 6
PROTEIN-PII2	P0AC55	688.7956165200001	> 3 hrs, inconsistent	> 3
GRXC-MONOMER	P0AC62	467.3479203	> 6 hrs, 1 replicate	> 6
EG10253-MONOMER	P0AC73	490.13047707000004	> 6 hrs, 1 replicate	> 6
GLCNACPTRANS-MONOMER	P0AC78	707.5940343000001	> 6 hrs, inconsistent	> 6
GNTP-MONOMER	P0AC94	587.47037736	> 6 hrs, 1 replicate	> 6
EG12424-MONOMER	P0ACC1	478.40599752	> 6 hrs, 1 replicate	> 6
HYBC-MONOMER	P0ACE0	331.92833337	> 3 hrs, inconsistent	> 3
PD00250	P0ACI6	375.19024758	> 6 hrs, 1 replicate	> 6
G6247-MONOMER	P0ACJ5	505.86766011000003	> 6 hrs, inconsistent	> 6
EG11838-MONOMER	P0ACM9	656.9335229999999	> 6 hrs, inconsistent	> 6
G7869-MONOMER	P0ACN2	145.47399686999998	< 3 hrs, inconsistent	< 3
PD03585	P0ACP5	418.08724626	> 6 hrs, 1 replicate	> 6
PD03867	P0ACQ0	0.70881138	< 3 hrs, 1 replicate	< 3
EG12105-MONOMER	P0ACR4	576.67111503	> 6 hrs, 1 replicate	> 6
EG11969-MONOMER	P0ACS5	56.09898528000001	< 3 hrs, inconsistent	< 3
G6867-MONOMER	P0ACT6	364.26992988	> 6 hrs, 1 replicate	> 6
EG12406-MONOMER	P0ACU0	530.18000544	> 6 hrs, 1 replicate	> 6
EG12176-MONOMER	P0ACU7	625.7394647100001	> 6 hrs, inconsistent	> 6
LAUROYLACYLTRAN-MONOMER	P0ACV0	475.96384007999995	> 3 hrs, inconsistent	> 3
EG11219-MONOMER	P0ACW4	274.74491328	> 3 hrs, inconsistent	> 3
G6895-MONOMER	P0ACX3	527.1849920100001	> 6 hrs, inconsistent	> 6
G6903-MONOMER	P0ACX5	496.84586412000004	> 3 hrs, inconsistent	> 3
EG11134-MONOMER	P0ACY1	588.35337177	> 6 hrs, inconsistent	> 6
EG11808-MONOMER	P0ACY9	67.05593958	< 3 hrs, 1 replicate	< 3
G7214-MONOMER	P0AD33	289.29012671999993	> 3 hrs, inconsistent	> 3
EG11431-MONOMER	P0AD37	113.36141682	< 3 hrs, 1 replicate	< 3
MONOMER0-2684	P0AD40	352.61488047	> 3 hrs, inconsistent	> 3
THIOESTERI-MONOMER	P0ADA1	398.3467289700001	> 6 hrs, inconsistent	> 6
EG12111-MONOMER	P0ADA3	619.7672795999999	> 6 hrs, inconsistent	> 6
EG10312-MONOMER	P0ADH7	19.950022020000002	< 3 hrs, 1 replicate	< 3
EG11964-MONOMER	P0ADK8	594.86285472	> 6 hrs, inconsistent	> 6
EG11690-MONOMER	P0ADL3	656.35095165	> 6 hrs, inconsistent	> 6
EG11450-MONOMER	P0ADN2	287.69075544	> 3 hrs, 1 replicate	> 3
EG11467-MONOMER	P0ADP2	343.61233143	> 3 hrs, inconsistent	> 3
EG12878-MONOMER	P0ADS2	506.08404452999997	> 6 hrs, 1 replicate	> 6
G7654-MONOMER	P0ADV5	317.88149256	> 3 hrs, inconsistent	> 3
G7681-MONOMER	P0ADW3	511.03167422999996	> 6 hrs, inconsistent	> 6
EG11182-MONOMER	P0ADX1	457.20280173000003	> 6 hrs, inconsistent	> 6
EG10875-MONOMER	P0ADY3	671.03549877	> 6 hrs, inconsistent	> 6
EG10877-MONOMER	P0ADY7	421.32893286	> 3 hrs, inconsistent	> 3
EG10042-MONOMER	P0AE14	785.3227449	> 6 hrs, inconsistent	> 6
AMPG-MONOMER	P0AE16	272.64055761000003	> 3 hrs, inconsistent	> 3
APHA-MONOMER	P0AE22	601.0765398	> 6 hrs, inconsistent	> 6
EG10083-MONOMER	P0AE28	141.47781756	< 3 hrs, inconsistent	< 3
ARTM-MONOMER	P0AE30	332.923545	> 3 hrs, inconsistent	> 3
ARGSUCCTRAN-MONOMER	P0AE37	580.92432438	> 6 hrs, inconsistent	> 6
EG12402-MONOMER	P0AE63	348.82545942	> 3 hrs, inconsistent	> 3
EG11249-MONOMER	P0AE70	554.64204486	> 6 hrs, 1 replicate	> 6
EG10571-MONOMER	P0AE72	339.3366228	> 3 hrs, inconsistent	> 3
COBU-MONOMER	P0AE76	469.02897968999997	> 3 hrs, inconsistent	> 3
EG11217-MONOMER	P0AE91	728.2716444	> 6 hrs, inconsistent	> 6
CYSW-MONOMER	P0AEB0	468.64018782	> 6 hrs, 1 replicate	> 6
EG10201-MONOMER	P0AEB2	602.49129	> 6 hrs, inconsistent	> 6
G6346-MONOMER	P0AEF4	406.11561948	> 3 hrs, inconsistent	> 3
DISULFOXRED-MONOMER	P0AEG4	525.9324732599999	> 6 hrs, inconsistent	> 6
ENVZ-MONOMER	P0AEJ4	375.36367824	> 6 hrs, 1 replicate	> 6
G7016-MONOMER	P0AEK0	113.40840006	< 3 hrs, 1 replicate	< 3
3-OXOACYL-ACP-REDUCT-MONOMER	P0AEK2	614.7473597999999	> 6 hrs, inconsistent	> 6
FEPB-MONOMER	P0AEL6	690.52350294	> 6 hrs, inconsistent	> 6
G7039-MONOMER	P0AEM9	661.1776764	> 6 hrs, inconsistent	> 6
GALP-MONOMER	P0AEP1	270.55560564	> 3 hrs, inconsistent	> 3
GLNP-MONOMER	P0AEQ6	537.56901429	> 6 hrs, 1 replicate	> 6
GLTJ-MONOMER	P0AER3	571.3879518	> 6 hrs, 1 replicate	> 6
EG11495-MONOMER	P0AET5	131.82705624	< 3 hrs, 1 replicate	< 3
EG10481-MONOMER	P0AEV7	321.64262292	> 3 hrs, inconsistent	> 3
G7414-MONOMER	P0AEV9	524.4753198	> 6 hrs, 1 replicate	> 6
GSK-MONOMER	P0AEW6	454.36685361	> 6 hrs, 1 replicate	> 6
KGTP-MONOMER	P0AEX3	601.84663458	> 6 hrs, inconsistent	> 6
EG12365-MONOMER	P0AEX5	705.3696319500001	> 6 hrs, inconsistent	> 6
LIVH-MONOMER	P0AEX7	464.47369056	> 3 hrs, inconsistent	> 3
MALE-MONOMER	P0AEX9	421.85982912000003	> 6 hrs, 1 replicate	> 6
MODB-MONOMER	P0AF01	297.93385548	> 3 hrs, inconsistent	> 3
MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN	P0AF06	57.11646578999999	< 3 hrs, inconsistent	< 3
NARV-MONOMER	P0AF32	525.2328658800001	> 3 hrs, inconsistent	> 3
EG11919-MONOMER	P0AF43	685.7552814000001	> 6 hrs, 1 replicate	> 6
EG11939-MONOMER	P0AF52	509.46641874	> 6 hrs, inconsistent	> 6
EG11951-MONOMER	P0AF56	65.81073444	< 3 hrs, inconsistent	< 3
G7828-MONOMER	P0AF59	477.55163132999996	> 3 hrs, inconsistent	> 3
G7885-MONOMER	P0AF90	425.14228128	> 6 hrs, inconsistent	> 6
G7888-MONOMER	P0AF98	496.1718048900001	> 6 hrs, 1 replicate	> 6
NUOJ-MONOMER	P0AFE0	401.85526397999996	> 3 hrs, inconsistent	> 3
NUOK-MONOMER	P0AFE4	466.01705268	> 6 hrs, 1 replicate	> 6
NUOM-MONOMER	P0AFE8	371.03741478	> 3 hrs, inconsistent	> 3
NUON-MONOMER	P0AFF0	402.68681946	> 3 hrs, inconsistent	> 3
NUPC-MONOMER	P0AFF2	380.39559474	> 6 hrs, 1 replicate	> 6
NUPG-MONOMER	P0AFF4	541.81460724	> 6 hrs, inconsistent	> 6
OPPB-MONOMER	P0AFH2	648.0628194	> 6 hrs, inconsistent	> 6
OPPC-MONOMER	P0AFH6	650.18399262	> 6 hrs, inconsistent	> 6
EG11391-MONOMER	P0AFH8	495.58607022	> 6 hrs, inconsistent	> 6
G7236-MONOMER	P0AFI0	186.84297719999998	> 3 hrs, inconsistent	> 3
PNUC-MONOMER	P0AFK2	617.9179218	> 6 hrs, inconsistent	> 6
POTB-MONOMER	P0AFK4	355.99385844	> 3 hrs, inconsistent	> 3
POTC-MONOMER	P0AFK6	320.37658218	> 3 hrs, inconsistent	> 3
PROX-MONOMER	P0AFM2	267.4138782	> 3 hrs, 1 replicate	> 3
EG10777-MONOMER	P0AFM9	713.4651071999999	> 6 hrs, inconsistent	> 6
EG10778-MONOMER	P0AFN2	257.11154859000004	> 3 hrs, inconsistent	> 3
G6251-MONOMER	P0AFP2	239.86674096	> 3 hrs, inconsistent	> 3
YBHS-MONOMER	P0AFQ2	546.1967304899999	> 3 hrs, inconsistent	> 3
EG12303-MONOMER	P0AFQ7	593.15646516	> 6 hrs, inconsistent	> 6
YDEZ-MONOMER	P0AFS1	584.9932688099999	> 3 hrs, inconsistent	> 3
EG10013-MONOMER	P0AFS9	371.68202262	> 6 hrs, 1 replicate	> 6
EG12006-MONOMER	P0AFT5	494.13872238000005	> 6 hrs, 1 replicate	> 6
G7186-MONOMER	P0AFU2	327.70980294	> 3 hrs, inconsistent	> 3
EG11285-MONOMER	P0AFU4	558.9920103000001	> 6 hrs, inconsistent	> 6
RIBOFLAVIN-SYN-MONOMER	P0AFU8	727.22420955	> 6 hrs, inconsistent	> 6
EG11295-MONOMER	P0AG00	398.41384908	> 6 hrs, 1 replicate	> 6
SPOT-MONOMER	P0AG24	739.2478383	> 6 hrs, inconsistent	> 6
RHTB-MONOMER	P0AG34	88.45049742	< 3 hrs, inconsistent	< 3
SBP-MONOMER	P0AG78	299.22416496000005	> 3 hrs, inconsistent	> 3
EG11292-MONOMER	P0AG84	567.83085054	> 6 hrs, inconsistent	> 6
SECF	P0AG93	298.67455035	> 3 hrs, inconsistent	> 3
SECE	P0AG96	576.38681562	> 6 hrs, 1 replicate	> 6
SECY	P0AGA2	556.28676627	> 6 hrs, inconsistent	> 6
UHPT-MONOMER	P0AGC0	116.2608726	< 3 hrs, inconsistent	< 3
EG10950-MONOMER	P0AGC3	507.80826612	> 6 hrs, inconsistent	> 6
EG10951-MONOMER	P0AGC7	544.5459258000001	> 6 hrs, 1 replicate	> 6
YHHJ-MONOMER	P0AGH1	420.89569152	> 3 hrs, inconsistent	> 3
PSTC-MONOMER	P0AGH8	641.72866662	> 3 hrs, inconsistent	> 3
RBSC-MONOMER	P0AGI1	752.2441899	> 6 hrs, inconsistent	> 6
EG11888-MONOMER	P0AGJ7	710.4360126	> 6 hrs, inconsistent	> 6
TYRS-MONOMER	P0AGJ9	394.57695636	> 6 hrs, 1 replicate	> 6
EG12366-MONOMER	P0AGL7	512.2677143999999	> 6 hrs, inconsistent	> 6
EG11251-MONOMER	P0AGM5	16.875915120000002	< 3 hrs, 1 replicate	< 3
EG12159-MONOMER	P0C037	583.9070397	> 6 hrs, inconsistent	> 6
PROP-MONOMER	P0C0L7	306.62155524	> 3 hrs, inconsistent	> 3
EG10580-MONOMER	P0C0T5	47.49905922	< 3 hrs, 1 replicate	< 3
TAGAALDOL2-MONOMER	P0C8J6	56.328019620000006	< 3 hrs, 1 replicate	< 3
EG11036-MONOMER	P0CE47	167.16953682000002	< 3 hrs, 1 replicate	< 3
MONOMER0-4235	P0CE51	40.56822408	< 3 hrs, inconsistent	< 3
EG10863-MONOMER	P0CG19	702.49597332	> 6 hrs, inconsistent	> 6
G7541-MONOMER	P0CK95	164.8693347	< 3 hrs, 1 replicate	< 3
RCSC-MONOMER	P0DMC5	526.3495956	> 6 hrs, inconsistent	> 6
EG10854-MONOMER	P10100	499.30808211000004	> 6 hrs, 1 replicate	> 6
ENTE-MONOMER	P10378	319.03080954	> 3 hrs, 1 replicate	> 3
EG10861-MONOMER	P10442	123.15538452	< 3 hrs, 1 replicate	< 3
NARH-MONOMER	P11349	769.5319614	> 6 hrs, 1 replicate	> 6
ENTF-MONOMER	P11454	323.89082526	> 3 hrs, inconsistent	> 3
FUCULOKIN-MONOMER	P11553	75.75745881	< 3 hrs, 1 replicate	< 3
EG11058-MONOMER	P12295	671.7028263299999	> 6 hrs, inconsistent	> 6
DETHIOBIOTIN-SYN-MONOMER	P13000	552.4044066600001	> 6 hrs, 1 replicate	> 6
EG10122-MONOMER	P13001	723.85622616	> 6 hrs, inconsistent	> 6
EG10284-MONOMER	P13024	233.5219281	> 3 hrs, inconsistent	> 3
EG10018-MONOMER	P13518	362.79120966	> 6 hrs, 1 replicate	> 6
PD01103	P13669	413.53837169999997	> 3 hrs, inconsistent	> 3
NHAA-MONOMER	P13738	556.91674197	> 6 hrs, 1 replicate	> 6
EG10853-MONOMER	P13857	528.97824726	> 6 hrs, inconsistent	> 6
PROV-MONOMER	P14175	69.60794238	< 3 hrs, 1 replicate	< 3
HYDH-MONOMER	P14377	802.6105107000001	> 6 hrs, inconsistent	> 6
EG10575-MONOMER	P15006	269.53887887999997	> 3 hrs, 1 replicate	> 3
FECB-MONOMER	P15028	381.88322540999997	> 3 hrs, inconsistent	> 3
EG10813-MONOMER	P15033	463.2537417	> 3 hrs, inconsistent	> 3
ENTA-MONOMER	P15047	207.08678022	> 3 hrs, 1 replicate	> 3
PD00283	P15082	538.96186353	> 6 hrs, inconsistent	> 6
EG10229-MONOMER	P15286	393.52551156	> 6 hrs, 1 replicate	> 6
AROE-MONOMER	P15770	536.2822328999999	> 6 hrs, inconsistent	> 6
CYSA-MONOMER	P16676	128.6846025	< 3 hrs, inconsistent	< 3
PHNK-MONOMER	P16678	287.90554421999997	> 3 hrs, inconsistent	> 3
EG10715-MONOMER	P16684	403.97511186	> 3 hrs, inconsistent	> 3
CYST-MONOMER	P16701	422.7923523	> 6 hrs, 1 replicate	> 6
EG10306-MONOMER	P16869	201.70761186	> 3 hrs, 1 replicate	> 3
EG10847-MONOMER	P16917	650.2044204900001	> 6 hrs, 1 replicate	> 6
EG10973-MONOMER	P17115	592.1726136299999	> 6 hrs, inconsistent	> 6
EG10155-MONOMER	P17315	353.33892936	> 3 hrs, inconsistent	> 3
RSTB-MONOMER	P18392	541.2689085000001	> 6 hrs, inconsistent	> 6
DMSA-MONOMER	P18775	491.43562653	> 3 hrs, inconsistent	> 3
DMSB-MONOMER	P18776	402.14360748	> 3 hrs, inconsistent	> 3
DMSC-MONOMER	P18777	313.39434246	> 3 hrs, inconsistent	> 3
EG10374-MONOMER	P18956	733.0675773	> 6 hrs, inconsistent	> 6
