monomer_id	degradation_rate(1/s)	half_life_(min)	degradation_rate_source
EG11861-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11862-MONOMER	7.602193254232378e-05	151.9621065	Gupta_et_al_MS_2024
EG11865-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11870-MONOMER	2.0883859126607085e-05	553.17616056	Gupta_et_al_MS_2024
EG11874-MONOMER	2.2725088402017518e-05	508.35679074000006	Gupta_et_al_MS_2024
EG11875-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11876-MONOMER	3.0539445924590466e-05	378.27971856000005	Gupta_et_al_MS_2024
EG11877-MONOMER	1.9302825090678132e-05	598.48508988	Gupta_et_al_MS_2024
EG11878-MONOMER	2.0502498132786855e-05	563.46562914	Gupta_et_al_MS_2024
EG11879-MONOMER	1.4255088202181597e-05	810.4090865999999	Gupta_et_al_MS_2024
EG11881-MONOMER	1.8118900409432827e-05	637.5912857999999	Gupta_et_al_MS_2024
EG11882-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11884-MONOMER	2.0741277776253297e-05	556.9788483599999	Gupta_et_al_MS_2024
EG11885-MONOMER	1.5224780661043318e-05	758.7927384	Gupta_et_al_MS_2024
EG11886-MONOMER	1.9638852027872955e-05	588.24482169	Gupta_et_al_MS_2024
EG11888-MONOMER	1.626107461395943e-05	710.4360125999999	Gupta_et_al_MS_2024
EG11889-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11890-MONOMER	2.5359322481353055e-05	455.55053838	Gupta_et_al_MS_2024
EG11891-MONOMER	1.642129920484984e-05	703.5042030000001	Gupta_et_al_MS_2024
EG11892-MONOMER	3.3105785790111455e-05	348.95571072	Gupta_et_al_MS_2024
EG11894-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11895-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11899-MONOMER	2.4718438089616212e-05	467.36177130000004	Gupta_et_al_MS_2024
EG11900-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11901-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11902-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11903-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11905-MONOMER	1.9378433924534654e-05	596.14998066	Gupta_et_al_MS_2024
EG11906-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11910-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11911-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11912-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11913-MONOMER	2.2586358001169854e-05	511.47923046	Gupta_et_al_MS_2024
EG11914-MONOMER	1.4159655493564534e-05	815.8710510000001	Gupta_et_al_MS_2024
EG11915-MONOMER	1.618223073258257e-05	713.8974347999999	Gupta_et_al_MS_2024
EG11916-MONOMER	2.112583126082027e-05	546.84016296	Gupta_et_al_MS_2024
EG11917-MONOMER	3.986078077929326e-05	289.82003823	Gupta_et_al_MS_2024
EG11918-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11919-MONOMER	1.6846320141709405e-05	685.7552814	Gupta_et_al_MS_2024
EG11920-MONOMER	2.0568618554560827e-05	561.65429772	Gupta_et_al_MS_2024
EG11921-MONOMER	2.921601241920734e-05	395.41511838	Gupta_et_al_MS_2024
EG11922-MONOMER	0.00010317473382463452	111.96978738	Gupta_et_al_MS_2024
EG11923-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11924-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11925-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11926-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11928-MONOMER	1.743273707783668e-05	662.6872738199999	Gupta_et_al_MS_2024
EG11929-MONOMER	1.8619321404052514e-05	620.4551046	Gupta_et_al_MS_2024
EG11930-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11931-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11932-MONOMER	1.7798941230473442e-05	649.0528205999999	Gupta_et_al_MS_2024
EG11933-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11935-MONOMER	1.485994786745115e-05	777.4221761999999	Gupta_et_al_MS_2024
EG11936-MONOMER	2.364203549820603e-05	488.64037152	Gupta_et_al_MS_2024
EG11937-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11938-MONOMER	2.131315090867344e-05	542.0340267299999	Gupta_et_al_MS_2024
EG11939-MONOMER	2.2675592707177184e-05	509.46641874	Gupta_et_al_MS_2024
EG11941-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11948-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11949-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11950-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11951-MONOMER	0.00017554055744302405	65.81073444	Gupta_et_al_MS_2024
EG11952-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11954-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11955-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11956-MONOMER	2.073784510511984e-05	557.07104334	Gupta_et_al_MS_2024
EG11957-MONOMER	0.00032252440669529607	35.81884896	Gupta_et_al_MS_2024
EG11962-MONOMER	5.933855353121656e-05	194.68713546	Gupta_et_al_MS_2024
EG11964-MONOMER	1.9420363732023786e-05	594.86285472	Gupta_et_al_MS_2024
EG11966-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11967-MONOMER	0.00018597883096626566	62.117032079999994	Gupta_et_al_MS_2024
EG11969-MONOMER	0.0002059298033943408	56.09898528000001	Gupta_et_al_MS_2024
EG11970-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11972-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11973-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11974-MONOMER	3.1747312046679714e-05	363.8875944	Gupta_et_al_MS_2024
EG11975-MONOMER	2.48884561060631e-05	464.16912965999995	Gupta_et_al_MS_2024
EG11976-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11977-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11982-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11983-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11984-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11985-MONOMER	2.402782136258909e-05	480.79486005	Gupta_et_al_MS_2024
EG11987-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11988-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11989-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11990-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11991-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11992-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11995-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11998-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG11999-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12002-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12003-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12004-MONOMER	2.550690392267756e-05	452.91474983999996	Gupta_et_al_MS_2024
EG12005-MONOMER	1.5459883473760592e-05	747.2535630000001	Gupta_et_al_MS_2024
EG12006-MONOMER	2.337896725375109e-05	494.13872238000005	Gupta_et_al_MS_2024
EG12007-MONOMER	1.6755922131010806e-05	689.4549234000001	Gupta_et_al_MS_2024
EG12008-MONOMER	4.324406335590366e-05	267.1454094	Gupta_et_al_MS_2024
EG12013-MONOMER	1.2811727541063244e-05	901.7092326	Gupta_et_al_MS_2024
EG12015-MONOMER	3.2669655453966936e-05	353.6141673	Gupta_et_al_MS_2024
EG12016-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12017-MONOMER	3.363292545891022e-05	343.48641552	Gupta_et_al_MS_2024
EG12019-MONOMER	1.7228184277929645e-05	670.5554586	Gupta_et_al_MS_2024
EG12022-MONOMER	2.900622753870672e-05	398.27492196	Gupta_et_al_MS_2024
EG12023-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12024-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12025-MONOMER	1.6787653791497158e-05	688.1517306000001	Gupta_et_al_MS_2024
EG12026-MONOMER	1.4839682269052759e-05	778.4838516000001	Gupta_et_al_MS_2024
EG12027-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12028-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12030-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12031-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12033-MONOMER	2.7902981279133733e-05	414.0221754	Gupta_et_al_MS_2024
EG12035-MONOMER	1.6316187764548776e-05	708.0362874	Gupta_et_al_MS_2024
EG12036-MONOMER	0.00030485107361721234	37.8953988	Gupta_et_al_MS_2024
EG12042-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12043-MONOMER	1.8158168846315982e-05	636.2124456	Gupta_et_al_MS_2024
EG12044-MONOMER	2.128500730105771e-05	542.7507186600001	Gupta_et_al_MS_2024
EG12045-MONOMER	2.383333721889469e-05	484.71822906000006	Gupta_et_al_MS_2024
EG12048-MONOMER	2.183136454046618e-05	529.16770218	Gupta_et_al_MS_2024
EG12049-MONOMER	1.4809574959986e-05	780.0664800000001	Gupta_et_al_MS_2024
EG12052-MONOMER	2.0347421730412203e-05	567.76004166	Gupta_et_al_MS_2024
EG12053-MONOMER	1.3565664745151305e-05	851.5950546	Gupta_et_al_MS_2024
EG12054-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12069-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12073-MONOMER	1.547659738605936e-05	746.4465684000002	Gupta_et_al_MS_2024
EG12080-MONOMER	4.779929846812206e-05	241.68666444000002	Gupta_et_al_MS_2024
EG12081-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12094-MONOMER	1.6129677793669675e-05	716.2234210200002	Gupta_et_al_MS_2024
EG12096-MONOMER	3.164221572320547e-05	365.09620914	Gupta_et_al_MS_2024
EG12097-MONOMER	2.1973841559595754e-05	525.73661178	Gupta_et_al_MS_2024
EG12098-MONOMER	1.7644477666852638e-05	654.734769	Gupta_et_al_MS_2024
EG12099-MONOMER	2.2143267227244725e-05	521.71402218	Gupta_et_al_MS_2024
EG12101-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12104-MONOMER	1.9922461946494776e-05	579.8707529399999	Gupta_et_al_MS_2024
EG12105-MONOMER	2.0033000974448725e-05	576.6711150299999	Gupta_et_al_MS_2024
EG12106-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12107-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12108-MONOMER	2.522354689181451e-05	458.00271702	Gupta_et_al_MS_2024
EG12110-MONOMER	1.6247329699305457e-05	711.0370272	Gupta_et_al_MS_2024
EG12111-MONOMER	1.86399853454484e-05	619.7672796	Gupta_et_al_MS_2024
EG12113-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12114-MONOMER	1.999116255424378e-05	577.87799874	Gupta_et_al_MS_2024
EG12115-MONOMER	0.0002931870199804997	39.40301658	Gupta_et_al_MS_2024
EG12116-MONOMER	1.7162942739281564e-05	673.1044428	Gupta_et_al_MS_2024
EG12117-MONOMER	1.2826600640905247e-05	900.6636545999999	Gupta_et_al_MS_2024
EG12119-MONOMER	3.051790594329282e-05	378.5467138800001	Gupta_et_al_MS_2024
EG12120-MONOMER	1.689143665280828e-05	683.9236500000001	Gupta_et_al_MS_2024
EG12121-MONOMER	2.1256162397510368e-05	543.48723882	Gupta_et_al_MS_2024
EG12122-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12123-MONOMER	2.434742941640315e-05	474.4834788	Gupta_et_al_MS_2024
EG12128-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12130-MONOMER	2.464677969290203e-05	468.72058554	Gupta_et_al_MS_2024
EG12131-MONOMER	1.822107312409617e-05	634.0160610000001	Gupta_et_al_MS_2024
EG12132-MONOMER	8.25492030302771e-05	139.94626943999995	Gupta_et_al_MS_2024
EG12133-MONOMER	1.7448935019629833e-05	662.0720976	Gupta_et_al_MS_2024
EG12134-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12137-MONOMER	1.76691274380945e-05	653.8213644	Gupta_et_al_MS_2024
EG12138-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12139-MONOMER	1.4214244760980663e-05	812.7377292	Gupta_et_al_MS_2024
EG12140-MONOMER	1.8282479695606606e-05	631.8865494	Gupta_et_al_MS_2024
EG12146-MONOMER	1.5949441873767427e-05	724.3170702000001	Gupta_et_al_MS_2024
EG12147-MONOMER	5.65207810879756e-05	204.3930177	Gupta_et_al_MS_2024
EG12154-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12155-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12158-MONOMER	1.906013759216704e-05	606.1054362	Gupta_et_al_MS_2024
EG12159-MONOMER	1.9784746926955777e-05	583.9070397	Gupta_et_al_MS_2024
EG12163-MONOMER	1.496166662740474e-05	772.1367743999999	Gupta_et_al_MS_2024
EG12165-MONOMER	1.969038649948277e-05	586.70524368	Gupta_et_al_MS_2024
EG12166-MONOMER	1.833774375306641e-05	629.9822467199999	Gupta_et_al_MS_2024
EG12167-MONOMER	1.775846676201412e-05	650.5321188	Gupta_et_al_MS_2024
EG12169-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12171-MONOMER	3.8069046267061936e-05	303.46053138	Gupta_et_al_MS_2024
EG12172-MONOMER	1.9080517782314725e-05	605.4580457999999	Gupta_et_al_MS_2024
EG12173-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12176-MONOMER	1.84620815225174e-05	625.7394647100002	Gupta_et_al_MS_2024
EG12177-MONOMER	2.8892379233712495e-05	399.84429513	Gupta_et_al_MS_2024
EG12179-MONOMER	6.413420177992368e-05	180.1293645	Gupta_et_al_MS_2024
EG12180-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12181-MONOMER	2.7384520032930923e-05	421.860708	Gupta_et_al_MS_2024
EG12182-MONOMER	1.5188348871850389e-05	760.6128293999999	Gupta_et_al_MS_2024
EG12188-MONOMER	1.781073268280682e-05	648.6231203999998	Gupta_et_al_MS_2024
EG12190-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12193-MONOMER	1.940029171470097e-05	595.4783144099999	Gupta_et_al_MS_2024
EG12194-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12195-MONOMER	4.5375125977199624e-05	254.59880849999996	Gupta_et_al_MS_2024
EG12196-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12197-MONOMER	1.4791918657462497e-05	780.9976026	Gupta_et_al_MS_2024
EG12198-MONOMER	2.33109767501755e-05	495.57996360000004	Gupta_et_al_MS_2024
EG12200-MONOMER	2.0354042322426456e-05	567.5753654399999	Gupta_et_al_MS_2024
EG12201-MONOMER	8.789500342464995e-05	131.43469548	Gupta_et_al_MS_2024
EG12202-MONOMER	1.5499202939909335e-05	745.3578776999999	Gupta_et_al_MS_2024
EG12203-MONOMER	0.0001580738236251778	73.08264419999999	Gupta_et_al_MS_2024
EG12204-MONOMER	2.974725068548488e-05	388.3536375	Gupta_et_al_MS_2024
EG12205-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12207-MONOMER	1.6924743247256532e-05	682.5777408	Gupta_et_al_MS_2024
EG12209-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12210-MONOMER	1.6482150546105658e-05	700.9068978600001	Gupta_et_al_MS_2024
EG12211-MONOMER	1.610079393683122e-05	717.5082828	Gupta_et_al_MS_2024
EG12212-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12213-MONOMER	1.5937901054571546e-05	724.8415566000001	Gupta_et_al_MS_2024
EG12214-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12216-MONOMER	3.125852188484928e-05	369.57771234	Gupta_et_al_MS_2024
EG12217-MONOMER	8.354371849234044e-05	138.28033056	Gupta_et_al_MS_2024
EG12220-MONOMER	1.6327785778784476e-05	707.5333523999998	Gupta_et_al_MS_2024
EG12221-MONOMER	2.3100422069658255e-05	500.09705339999994	Gupta_et_al_MS_2024
EG12224-MONOMER	1.4050471981923497e-05	822.2110278	Gupta_et_al_MS_2024
EG12225-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12229-MONOMER	1.4132729739371621e-05	817.4254530000002	Gupta_et_al_MS_2024
EG12231-MONOMER	0.00024164767178202055	47.80701144	Gupta_et_al_MS_2024
EG12233-MONOMER	1.6261283912442976e-05	710.4268686	Gupta_et_al_MS_2024
EG12234-MONOMER	1.7680224355753536e-05	653.4109962	Gupta_et_al_MS_2024
EG12235-MONOMER	7.172451257471938e-05	161.06701314	Gupta_et_al_MS_2024
EG12237-MONOMER	1.9709401379488156e-05	586.1392128	Gupta_et_al_MS_2024
EG12240-MONOMER	3.159080776647078e-05	365.69033292000006	Gupta_et_al_MS_2024
EG12242-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12243-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12244-MONOMER	1.58067275101169e-05	730.8567191999998	Gupta_et_al_MS_2024
EG12246-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12247-MONOMER	4.469713957955722e-05	258.4606782	Gupta_et_al_MS_2024
EG12248-MONOMER	2.3507607867279675e-05	491.4346485	Gupta_et_al_MS_2024
EG12251-MONOMER	1.646735565863012e-05	701.5366188	Gupta_et_al_MS_2024
EG12252-MONOMER	0.0002840555228022388	40.6697004	Gupta_et_al_MS_2024
EG12254-MONOMER	1.8514844682573526e-05	623.9562473999999	Gupta_et_al_MS_2024
EG12256-MONOMER	1.4645407222804955e-05	788.8106376	Gupta_et_al_MS_2024
EG12257-MONOMER	1.6079010909040557e-05	718.4803265999999	Gupta_et_al_MS_2024
EG12258-MONOMER	2.8700369910545418e-05	402.5193070799999	Gupta_et_al_MS_2024
EG12259-MONOMER	1.665012393461876e-05	693.8358570000001	Gupta_et_al_MS_2024
EG12260-MONOMER	7.916440687141402e-05	145.92988776	Gupta_et_al_MS_2024
EG12262-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12263-MONOMER	0.00027897861770107224	41.40981522	Gupta_et_al_MS_2024
EG12264-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12265-MONOMER	2.2205597947391957e-05	520.2495801599999	Gupta_et_al_MS_2024
EG12267-MONOMER	2.3930674557497706e-05	482.74665144000005	Gupta_et_al_MS_2024
EG12269-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12270-MONOMER	4.6353901653586695e-05	249.22288302	Gupta_et_al_MS_2024
EG12271-MONOMER	3.4807878836608624e-05	331.89189906000007	Gupta_et_al_MS_2024
EG12273-MONOMER	1.321570437725373e-05	874.1458404000001	Gupta_et_al_MS_2024
EG12274-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12277-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12278-MONOMER	1.4336686413216402e-05	805.796589	Gupta_et_al_MS_2024
EG12279-MONOMER	1.79093233566359e-05	645.0524556	Gupta_et_al_MS_2024
EG12280-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12282-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12283-MONOMER	2.038020306639262e-05	566.8468057800002	Gupta_et_al_MS_2024
EG12285-MONOMER	2.0013549964421066e-05	577.2315771	Gupta_et_al_MS_2024
EG12286-MONOMER	0.00011998253575329878	96.28445454	Gupta_et_al_MS_2024
EG12287-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12288-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12289-MONOMER	1.5658196502689603e-05	737.7895026	Gupta_et_al_MS_2024
EG12290-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12291-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12293-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12295-MONOMER	1.616190372976252e-05	714.7953114	Gupta_et_al_MS_2024
EG12297-MONOMER	1.6510976648160866e-05	699.6832019999999	Gupta_et_al_MS_2024
EG12298-MONOMER	1.5859969919430256e-06	7284.032106	Gupta_et_al_MS_2024
EG12303-MONOMER	1.947623213752922e-05	593.1564651599999	Gupta_et_al_MS_2024
EG12308-MONOMER	3.0038067588962557e-05	384.59374842	Gupta_et_al_MS_2024
EG12309-MONOMER	2.4243861509174188e-05	476.51043564	Gupta_et_al_MS_2024
EG12310-MONOMER	1.8075804183230884e-05	639.1114272	Gupta_et_al_MS_2024
EG12311-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12312-MONOMER	1.9114045377053084e-05	604.396023	Gupta_et_al_MS_2024
EG12313-MONOMER	2.7885419861119963e-05	414.2829144	Gupta_et_al_MS_2024
EG12314-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12315-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12318-MONOMER	1.5847731073524007e-05	728.96574	Gupta_et_al_MS_2024
EG12319-MONOMER	2.084207750322712e-05	554.2850998199999	Gupta_et_al_MS_2024
EG12323-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12325-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12326-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12327-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12328-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12329-MONOMER	1.9949699031167055e-05	579.0790623600002	Gupta_et_al_MS_2024
EG12330-MONOMER	2.9897893918315552e-05	386.3968827000001	Gupta_et_al_MS_2024
EG12332-MONOMER	4.6931735958979375e-05	246.15439368	Gupta_et_al_MS_2024
EG12333-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12334-MONOMER	2.869956206339787e-05	402.53063736	Gupta_et_al_MS_2024
EG12335-MONOMER	2.394117246869253e-05	482.53497293999993	Gupta_et_al_MS_2024
EG12336-MONOMER	2.2094599357387538e-05	522.8632039199999	Gupta_et_al_MS_2024
EG12337-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12338-MONOMER	8.832084941265314e-05	130.80097266	Gupta_et_al_MS_2024
EG12339-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12341-MONOMER	0.00037078074189776677	31.157100959999998	Gupta_et_al_MS_2024
EG12342-MONOMER	1.7246119437728327e-05	669.8581121999999	Gupta_et_al_MS_2024
EG12344-MONOMER	1.451225026560531e-05	796.048359	Gupta_et_al_MS_2024
EG12345-MONOMER	1.6900116691450117e-05	683.5723812	Gupta_et_al_MS_2024
EG12347-MONOMER	1.7578979419177305e-05	657.1742724000001	Gupta_et_al_MS_2024
EG12352-MONOMER	2.0592197004698425e-05	561.01119306	Gupta_et_al_MS_2024
EG12354-MONOMER	3.4257151327248476e-05	337.2274857	Gupta_et_al_MS_2024
EG12356-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12357-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12359-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12360-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12363-MONOMER	0.00010798820226444629	106.97884368	Gupta_et_al_MS_2024
EG12365-MONOMER	1.637787124092027e-05	705.3696319500001	Gupta_et_al_MS_2024
EG12366-MONOMER	2.255159301394463e-05	512.2677143999999	Gupta_et_al_MS_2024
EG12370-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12371-MONOMER	1.6588935430112453e-05	696.3950796	Gupta_et_al_MS_2024
EG12372-MONOMER	1.6993051657335007e-05	679.8339252	Gupta_et_al_MS_2024
EG12373-MONOMER	1.676387695629134e-05	689.127762	Gupta_et_al_MS_2024
EG12374-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12375-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12376-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12378-MONOMER	1.6594413212177237e-05	696.1652009999999	Gupta_et_al_MS_2024
EG12379-MONOMER	2.2145793982963082e-05	521.65449648	Gupta_et_al_MS_2024
EG12384-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12385-MONOMER	1.719523814161114e-05	671.8402452000001	Gupta_et_al_MS_2024
EG12386-MONOMER	3.5801581843384025e-05	322.67996034000004	Gupta_et_al_MS_2024
EG12387-MONOMER	2.0010426150019986e-05	577.3216883399998	Gupta_et_al_MS_2024
EG12388-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12391-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12394-MONOMER	3.209735925194198e-05	359.9191110599999	Gupta_et_al_MS_2024
EG12395-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12396-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12397-MONOMER	6.705624908651733e-05	172.28003604	Gupta_et_al_MS_2024
EG12399-MONOMER	1.7943803786145323e-05	643.8129366000001	Gupta_et_al_MS_2024
EG12401-MONOMER	7.829485074585502e-05	147.55061028	Gupta_et_al_MS_2024
EG12402-MONOMER	3.3118147478515325e-05	348.82545941999996	Gupta_et_al_MS_2024
EG12403-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12404-MONOMER	1.3919487125748652e-05	829.9481801999999	Gupta_et_al_MS_2024
EG12405-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12406-MONOMER	2.1789680657128826e-05	530.1800054399998	Gupta_et_al_MS_2024
EG12407-MONOMER	1.7225263101052282e-05	670.66917594	Gupta_et_al_MS_2024
EG12409-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12410-MONOMER	4.2084546426028495e-05	274.50582197999995	Gupta_et_al_MS_2024
EG12421-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12422-MONOMER	1.925408834888737e-05	600.0	N_end_rule
EG12424-MONOMER	2.4147801384637667e-05	478.40599752	Gupta_et_al_MS_2024
